GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0400000US01,01,Alabama,8710000US0135212,0135212,Alabama - ZCTA 35212,ZCTA 35212,11539,6550,5.87,0.00,5.87,1966.7,1116.4
0400000US01,01,Alabama,8710000US0135213,0135213,Alabama - ZCTA 35213,ZCTA 35213,13185,6017,6.36,0.01,6.35,2076.1,947.4
0400000US01,01,Alabama,8710000US0135214,0135214,Alabama - ZCTA 35214,ZCTA 35214,19592,8912,26.67,0.03,26.64,735.5,334.6
0400000US01,01,Alabama,8710000US0135215,0135215,Alabama - ZCTA 35215,ZCTA 35215,46951,20194,28.69,0.03,28.67,1637.6,704.4
0400000US01,01,Alabama,8710000US0135216,0135216,Alabama - ZCTA 35216,ZCTA 35216,36408,17313,14.22,0.19,14.03,2595.8,1234.4
0400000US01,01,Alabama,8710000US0135217,0135217,Alabama - ZCTA 35217,ZCTA 35217,13729,6263,18.14,0.06,18.08,759.5,346.5
0400000US01,01,Alabama,8710000US0135218,0135218,Alabama - ZCTA 35218,ZCTA 35218,7353,3696,2.61,0.00,2.61,2821.1,1418.0
0400000US01,01,Alabama,8710000US0135221,0135221,Alabama - ZCTA 35221,ZCTA 35221,4834,2476,3.65,0.00,3.65,1323.9,678.1
0400000US01,01,Alabama,8710000US0135222,0135222,Alabama - ZCTA 35222,ZCTA 35222,7884,4331,3.74,0.00,3.73,2111.8,1160.1
0400000US01,01,Alabama,8710000US0135223,0135223,Alabama - ZCTA 35223,ZCTA 35223,11043,4749,8.25,0.03,8.22,1342.9,577.5
0400000US01,01,Alabama,8710000US0135224,0135224,Alabama - ZCTA 35224,ZCTA 35224,6094,2854,15.85,0.09,15.76,386.8,181.1
0400000US01,01,Alabama,8710000US0135226,0135226,Alabama - ZCTA 35226,ZCTA 35226,31471,13209,17.99,0.09,17.90,1758.5,738.1
0400000US01,01,Alabama,8710000US0135228,0135228,Alabama - ZCTA 35228,ZCTA 35228,10419,4695,4.32,0.00,4.32,2410.3,1086.1
0400000US01,01,Alabama,8710000US0135229,0135229,Alabama - ZCTA 35229,ZCTA 35229,940,0,0.17,0.00,0.17,5453.3,0.0
