GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Dollar,Margin of Error
0100000US,,United States,1600000US0612818,0612818,United States - California - Cherokee CDP,Cherokee CDP,$(X),$(X)
0100000US,,United States,1600000US0613077,0613077,United States - California - Chilcoot-Vinton CDP,Chilcoot-Vinton CDP,$-,$**
0100000US,,United States,1600000US0613182,0613182,United States - California - Chinese Camp CDP,Chinese Camp CDP,$(X),$(X)
0100000US,,United States,1600000US0614106,0614106,United States - California - Clio CDP,Clio CDP,$(X),$(X)
0100000US,,United States,1600000US0614148,0614148,United States - California - Clipper Mills CDP,Clipper Mills CDP,$-,$**
0100000US,,United States,1600000US0614232,0614232,United States - California - Clyde CDP,Clyde CDP,$(X),$(X)
0100000US,,United States,1600000US0614288,0614288,United States - California - Coarsegold CDP,Coarsegold CDP,$(X),$(X)
0100000US,,United States,1600000US0615030,0615030,United States - California - Comptche CDP,Comptche CDP,$(X),$(X)
0100000US,,United States,1600000US0616644,0616644,United States - California - Coulterville CDP,Coulterville CDP,$(X),$(X)
0100000US,,United States,1600000US0616714,0616714,United States - California - Courtland CDP,Courtland CDP,$(X),$(X)
0100000US,,United States,1600000US0617050,0617050,United States - California - Crescent Mills CDP,Crescent Mills CDP,$(X),$(X)
0100000US,,United States,1600000US0617232,0617232,United States - California - Creston CDP,Creston CDP,$-,$**
0100000US,,United States,1600000US0617267,0617267,United States - California - C-Road CDP,C-Road CDP,$(X),$(X)
0100000US,,United States,1600000US0617995,0617995,United States - California - Daphnedale Park CDP,Daphnedale Park CDP,$-,$**
0100000US,,United States,1600000US0618030,0618030,United States - California - Darwin CDP,Darwin CDP,$-,$**
0100000US,,United States,1600000US0618485,0618485,United States - California - Delleker CDP,Delleker CDP,$(X),$(X)
0100000US,,United States,1600000US0619416,0619416,United States - California - Dobbins CDP,Dobbins CDP,$(X),$(X)
0100000US,,United States,1600000US0619570,0619570,United States - California - Dorrington CDP,Dorrington CDP,$(X),$(X)
0100000US,,United States,1600000US0619794,0619794,United States - California - Downieville CDP,Downieville CDP,$(X),$(X)
0100000US,,United States,1600000US0620424,0620424,United States - California - Eagleville CDP,Eagleville CDP,$(X),$(X)
0100000US,,United States,1600000US0621530,0621530,United States - California - Edgewood CDP,Edgewood CDP,$(X),$(X)
0100000US,,United States,1600000US0622360,0622360,United States - California - El Rancho CDP,El Rancho CDP,$-,$**
0100000US,,United States,1600000US0623630,0623630,United States - California - Farmington CDP,Farmington CDP,$(X),$(X)
0100000US,,United States,1600000US0624022,0624022,United States - California - Fields Landing CDP,Fields Landing CDP,$(X),$(X)
0100000US,,United States,1600000US0624526,0624526,United States - California - Floriston CDP,Floriston CDP,$(X),$(X)
0100000US,,United States,1600000US0624750,0624750,United States - California - Forbestown CDP,Forbestown CDP,$(X),$(X)
0100000US,,United States,1600000US0625590,0625590,United States - California - Freeport CDP,Freeport CDP,$(X),$(X)
0100000US,,United States,1600000US0628014,0628014,United States - California - Fulton CDP,Fulton CDP,$(X),$(X)
0100000US,,United States,1600000US0629070,0629070,United States - California - Garey CDP,Garey CDP,$(X),$(X)
0100000US,,United States,1600000US0630339,0630339,United States - California - Gold Mountain CDP,Gold Mountain CDP,$-,$**
0100000US,,United States,1600000US0630420,0630420,United States - California - Goodyears Bar CDP,Goodyears Bar CDP,$-,$**
0100000US,,United States,1600000US0630714,0630714,United States - California - Graniteville CDP,Graniteville CDP,$-,$**
0100000US,,United States,1600000US0631372,0631372,United States - California - Groveland CDP,Groveland CDP,$(X),$(X)
0100000US,,United States,1600000US0631540,0631540,United States - California - Guinda CDP,Guinda CDP,$(X),$(X)
0100000US,,United States,1600000US0632156,0632156,United States - California - Hardwick CDP,Hardwick CDP,$(X),$(X)
0100000US,,United States,1600000US0632324,0632324,United States - California - Hartland CDP,Hartland CDP,$-,$**
0100000US,,United States,1600000US0634405,0634405,United States - California - Homewood Canyon CDP,Homewood Canyon CDP,$-,$**
0100000US,,United States,1600000US0634428,0634428,United States - California - Honcut CDP,Honcut CDP,$(X),$(X)
0100000US,,United States,1600000US0634708,0634708,United States - California - Hornitos CDP,Hornitos CDP,$-,$**
0100000US,,United States,1600000US0636098,0636098,United States - California - Hyampom CDP,Hyampom CDP,$(X),$(X)
0100000US,,United States,1600000US0636168,0636168,United States - California - Idlewild CDP,Idlewild CDP,$-,$**
0100000US,,United States,1600000US0637400,0637400,United States - California - Johannesburg CDP,Johannesburg CDP,$-,$**
0100000US,,United States,1600000US0637512,0637512,United States - California - Johnsville CDP,Johnsville CDP,$-,$**
0100000US,,United States,1600000US0637918,0637918,United States - California - Keeler CDP,Keeler CDP,$(X),$(X)
0100000US,,United States,1600000US0638076,0638076,United States - California - Kennedy Meadows CDP,Kennedy Meadows CDP,$-,$**
0100000US,,United States,1600000US0638604,0638604,United States - California - Kingvale CDP,Kingvale CDP,$-,$**
0100000US,,United States,1600000US0638646,0638646,United States - California - Kirkwood CDP,Kirkwood CDP,$(X),$(X)
0100000US,,United States,1600000US0639094,0639094,United States - California - Ladera CDP,Ladera CDP,"$250,000+",$***
0100000US,,United States,1600000US0639425,0639425,United States - California - Lake Almanor West CDP,Lake Almanor West CDP,$(X),$(X)
0100000US,,United States,1600000US0639472,0639472,United States - California - Lake City CDP,Lake City CDP,"$2,500-",$***
0100000US,,United States,1600000US0639483,0639483,United States - California - Lake Davis CDP,Lake Davis CDP,$-,$**
0100000US,,United States,1600000US0639556,0639556,United States - California - Lake Hughes CDP,Lake Hughes CDP,$(X),$(X)
0100000US,,United States,1600000US0640116,0640116,United States - California - Lanare CDP,Lanare CDP,$(X),$(X)
0100000US,,United States,1600000US0640312,0640312,United States - California - La Porte CDP,La Porte CDP,$-,$**
0100000US,,United States,1600000US0640956,0640956,United States - California - Lebec CDP,Lebec CDP,$(X),$(X)
0100000US,,United States,1600000US0640998,0640998,United States - California - Lee Vining CDP,Lee Vining CDP,$-,$**
0100000US,,United States,1600000US0641026,0641026,United States - California - Leggett CDP,Leggett CDP,$(X),$(X)
0100000US,,United States,1600000US0641390,0641390,United States - California - Likely CDP,Likely CDP,$-,$**
0100000US,,United States,1600000US0641789,0641789,United States - California - Little Grass Valley CDP,Little Grass Valley CDP,$-,$**
0100000US,,United States,1600000US0641866,0641866,United States - California - Little River CDP,Little River CDP,$(X),$(X)
0100000US,,United States,1600000US0642384,0642384,United States - California - Loma Mar CDP,Loma Mar CDP,$(X),$(X)
0100000US,,United States,1600000US0642622,0642622,United States - California - Long Barn CDP,Long Barn CDP,$-,$**
0100000US,,United States,1600000US0643126,0643126,United States - California - Lookout CDP,Lookout CDP,$(X),$(X)
0100000US,,United States,1600000US0644672,0644672,United States - California - Mabie CDP,Mabie CDP,$-,$**
0100000US,,United States,1600000US0644770,0644770,United States - California - McClenney Tract CDP,McClenney Tract CDP,$-,$**
0100000US,,United States,1600000US0644830,0644830,United States - California - McGee Creek CDP,McGee Creek CDP,$(X),$(X)
0100000US,,United States,1600000US0646100,0646100,United States - California - Martell CDP,Martell CDP,$(X),$(X)
0100000US,,United States,1600000US0647332,0647332,United States - California - Middletown CDP,Middletown CDP,$(X),$(X)
0100000US,,United States,1600000US0647374,0647374,United States - California - Midpines CDP,Midpines CDP,$(X),$(X)
0100000US,,United States,1600000US0647822,0647822,United States - California - Minkler CDP,Minkler CDP,$(X),$(X)
0100000US,,United States,1600000US0648448,0648448,United States - California - Mohawk Vista CDP,Mohawk Vista CDP,$(X),$(X)
0100000US,,United States,1600000US0648602,0648602,United States - California - Mono City CDP,Mono City CDP,$(X),$(X)
0100000US,,United States,1600000US0648676,0648676,United States - California - Monson CDP,Monson CDP,$(X),$(X)
0100000US,,United States,1600000US0648916,0648916,United States - California - Monterey Park Tract CDP,Monterey Park Tract CDP,$-,$**
0100000US,,United States,1600000US0649544,0649544,United States - California - Mountain Center CDP,Mountain Center CDP,$-,$**
0100000US,,United States,1600000US0649810,0649810,United States - California - Mount Laguna CDP,Mount Laguna CDP,$-,$**
0100000US,,United States,1600000US0650146,0650146,United States - California - Myers Flat CDP,Myers Flat CDP,$-,$**
0100000US,,United States,1600000US0651042,0651042,United States - California - Newell CDP,Newell CDP,$(X),$(X)
0100000US,,United States,1600000US0651574,0651574,United States - California - Nord CDP,Nord CDP,$(X),$(X)
0100000US,,United States,1600000US0651622,0651622,United States - California - Norris Canyon CDP,Norris Canyon CDP,"$250,000+",$***
0100000US,,United States,1600000US0652610,0652610,United States - California - Nubieber CDP,Nubieber CDP,$(X),$(X)
0100000US,,United States,1600000US0652715,0652715,United States - California - Oak Glen CDP,Oak Glen CDP,$(X),$(X)
0100000US,,United States,1600000US0653196,0653196,United States - California - Oakville CDP,Oakville CDP,$-,$**
0100000US,,United States,1600000US0653490,0653490,United States - California - Olancha CDP,Olancha CDP,$(X),$(X)
0100000US,,United States,1600000US0656182,0656182,United States - California - Paxton CDP,Paxton CDP,$-,$**
0100000US,,United States,1600000US0656294,0656294,United States - California - Pearsonville CDP,Pearsonville CDP,$-,$**
0100000US,,United States,1600000US0656756,0656756,United States - California - Pescadero CDP,Pescadero CDP,$(X),$(X)
0100000US,,United States,1600000US0656868,0656868,United States - California - Philo CDP,Philo CDP,$(X),$(X)
0100000US,,United States,1600000US0657011,0657011,United States - California - Pierpoint CDP,Pierpoint CDP,$-,$**
0100000US,,United States,1600000US0657036,0657036,United States - California - Pike CDP,Pike CDP,$(X),$(X)
0100000US,,United States,1600000US0658134,0658134,United States - California - Ponderosa CDP,Ponderosa CDP,$-,$**
0100000US,,United States,1600000US0658422,0658422,United States - California - Posey CDP,Posey CDP,$-,$**
0100000US,,United States,1600000US0658436,0658436,United States - California - Poso Park CDP,Poso Park CDP,$-,$**
0100000US,,United States,1600000US0658618,0658618,United States - California - Prattville CDP,Prattville CDP,$-,$**
0100000US,,United States,1600000US0658814,0658814,United States - California - Proberta CDP,Proberta CDP,$(X),$(X)
0100000US,,United States,1600000US0659115,0659115,United States - California - Rackerby CDP,Rackerby CDP,$(X),$(X)
0100000US,,United States,1600000US0659290,0659290,United States - California - Raisin City CDP,Raisin City CDP,$(X),$(X)
0100000US,,United States,1600000US0662200,0662200,United States - California - Robinson Mill CDP,Robinson Mill CDP,$-,$**
0100000US,,United States,1600000US0662496,0662496,United States - California - Rodriguez Camp CDP,Rodriguez Camp CDP,$(X),$(X)
0100000US,,United States,1600000US0662756,0662756,United States - California - Romoland CDP,Romoland CDP,$(X),$(X)
0100000US,,United States,1600000US0663134,0663134,United States - California - Round Mountain CDP,Round Mountain CDP,$(X),$(X)
0100000US,,United States,1600000US0664252,0664252,United States - California - Salmon Creek CDP,Salmon Creek CDP,$-,$**
0100000US,,United States,1600000US0664308,0664308,United States - California - Salton Sea Beach CDP,Salton Sea Beach CDP,$(X),$(X)
0100000US,,United States,1600000US0668434,0668434,United States - California - San Simeon CDP,San Simeon CDP,$(X),$(X)
0100000US,,United States,1600000US0670336,0670336,United States - California - Sattley CDP,Sattley CDP,$-,$**
0100000US,,United States,1600000US0670966,0670966,United States - California - Sequoia Crest CDP,Sequoia Crest CDP,$-,$**
0100000US,,United States,1600000US0671000,0671000,United States - California - Sereno del Mar CDP,Sereno del Mar CDP,$(X),$(X)
0100000US,,United States,1600000US0671372,0671372,United States - California - Shelter Cove CDP,Shelter Cove CDP,$(X),$(X)
0100000US,,United States,1600000US0671680,0671680,United States - California - Shoshone CDP,Shoshone CDP,$-,$**
0100000US,,United States,1600000US0671932,0671932,United States - California - Silver City CDP,Silver City CDP,$-,$**
0100000US,,United States,1600000US0672492,0672492,United States - California - Soda Springs CDP,Soda Springs CDP,$-,$**
0100000US,,United States,1600000US0673654,0673654,United States - California - Spring Garden CDP,Spring Garden CDP,$-,$**
0100000US,,United States,1600000US0674144,0674144,United States - California - Stevinson CDP,Stevinson CDP,$(X),$(X)
0100000US,,United States,1600000US0674186,0674186,United States - California - Stirling City CDP,Stirling City CDP,$(X),$(X)
0100000US,,United States,1600000US0675168,0675168,United States - California - Storrie CDP,Storrie CDP,$-,$**
0100000US,,United States,1600000US0675322,0675322,United States - California - Strawberry CDP (Tuolumne County),Strawberry CDP (Tuolumne County),$-,$**
0100000US,,United States,1600000US0675588,0675588,United States - California - Sugarloaf Mountain Park CDP,Sugarloaf Mountain Park CDP,$-,$**
0100000US,,United States,1600000US0675592,0675592,United States - California - Sugarloaf Saw Mill CDP,Sugarloaf Saw Mill CDP,$-,$**
0100000US,,United States,1600000US0675596,0675596,United States - California - Sugarloaf Village CDP,Sugarloaf Village CDP,$-,$**
0100000US,,United States,1600000US0678050,0678050,United States - California - Tecopa CDP,Tecopa CDP,$(X),$(X)
0100000US,,United States,1600000US0678652,0678652,United States - California - Three Rocks CDP,Three Rocks CDP,$(X),$(X)
0100000US,,United States,1600000US0678792,0678792,United States - California - Tobin CDP,Tobin CDP,$-,$**
0100000US,,United States,1600000US0678890,0678890,United States - California - Tomales CDP,Tomales CDP,$(X),$(X)
0100000US,,United States,1600000US0678932,0678932,United States - California - Tonyville CDP,Tonyville CDP,$(X),$(X)
0100000US,,United States,1600000US0680515,0680515,United States - California - Trona CDP,Trona CDP,$-,$**
0100000US,,United States,1600000US0680560,0680560,United States - California - Trowbridge CDP,Trowbridge CDP,$(X),$(X)
0100000US,,United States,1600000US0680882,0680882,United States - California - Tuttle CDP,Tuttle CDP,$-,$**
0100000US,,United States,1600000US0680952,0680952,United States - California - Twain CDP,Twain CDP,$-,$**
0100000US,,United States,1600000US0681312,0681312,United States - California - University of California-Merced CDP,University of California-Merced CDP,$-,$**
0100000US,,United States,1600000US0681925,0681925,United States - California - Valley Wells CDP,Valley Wells CDP,$-,$**
0100000US,,United States,1600000US0682334,0682334,United States - California - Verdi CDP,Verdi CDP,$(X),$(X)
0100000US,,United States,1600000US0682562,0682562,United States - California - Victor CDP,Victor CDP,$(X),$(X)
0100000US,,United States,1600000US0683094,0683094,United States - California - Volcano CDP,Volcano CDP,$-,$**
0100000US,,United States,1600000US0683494,0683494,United States - California - Warner Valley CDP,Warner Valley CDP,$-,$**
0100000US,,United States,1600000US0683570,0683570,United States - California - Washington CDP,Washington CDP,$-,$**
0100000US,,United States,1600000US0685086,0685086,United States - California - Whitehawk CDP,Whitehawk CDP,$(X),$(X)
0100000US,,United States,1600000US0685208,0685208,United States - California - Whitewater CDP,Whitewater CDP,$(X),$(X)
0100000US,,United States,1600000US0685866,0685866,United States - California - Wilsonia CDP,Wilsonia CDP,$-,$**
0100000US,,United States,1600000US0686020,0686020,United States - California - Winterhaven CDP,Winterhaven CDP,$(X),$(X)
0100000US,,United States,1600000US0686440,0686440,United States - California - Woodside town,Woodside town,"$250,000+",$***
0100000US,,United States,1600000US0686734,0686734,United States - California - Yettem CDP,Yettem CDP,$-,$**
0100000US,,United States,1600000US0801640,0801640,United States - Colorado - Alpine CDP,Alpine CDP,$(X),$(X)
0100000US,,United States,1600000US0801915,0801915,United States - Colorado - Amherst CDP,Amherst CDP,$(X),$(X)
0100000US,,United States,1600000US0807420,0807420,United States - Colorado - Blue Sky CDP,Blue Sky CDP,$-,$**
0100000US,,United States,1600000US0807571,0807571,United States - Colorado - Bonanza town,Bonanza town,$-,$**
0100000US,,United States,1600000US0808290,0808290,United States - Colorado - Brandon CDP,Brandon CDP,$-,$**
